id_user,experiment_date,treatment,platform,time_zone,cancelled_paid_plan_or_not,paid_plan_signup_date
XZBCOZPQ0VA7DN,2022-07-07,1,desktop,CST,1,2022-07-23
XZBNRHJ4QAA7DN,2022-06-28,0,desktop,EST,0,
XZBJM6YC3TA7DN,2022-07-08,0,desktop,EST,0,
XZB0N5L53GA7DN,2022-07-28,0,desktop,MST,0,
XZBFO066V4A7DN,2022-06-20,0,desktop,EST,0,
XZBRF28C0OA7DN,2022-07-09,0,desktop,EST,0,
XZB6VZD90PA7DN,2022-06-09,0,desktop,EST,0,
XZBRNEJAELA7DN,2022-07-03,0,desktop,PST,0,
XZBD0JZM1RA7DN,2022-07-05,0,desktop,CST,0,
XZBDYQZM0DA7DN,2022-06-11,0,desktop,CST,0,
XZB049HWD3A7DN,2022-06-24,0,desktop,PST,0,
XZBOS9MDNRA7DN,2022-06-16,0,desktop,PST,0,
XZBGL5AI2KA7DN,2022-07-18,1,desktop,EST,0,
XZB73UIP62A7DN,2022-06-24,0,desktop,PST,0,
XZBG7BLJZHA7DN,2022-06-26,0,desktop,EST,0,
XZBVOM7O9SA7DN,2022-06-08,1,desktop,EST,1,2022-06-24
XZBXKML6BHA7DN,2022-07-22,0,desktop,PST,0,
XZBMHDA16GA7DN,2022-06-29,1,desktop,PST,0,
XZBFE71UTCA7DN,2022-06-11,0,desktop,EST,0,
XZBDEZPABJA7DN,2022-07-17,0,mobile,EST,0,
XZBAQRFKIOA7DN,2022-07-03,0,desktop,PST,0,
XZBNQ14SZDA7DN,2022-06-25,0,desktop,PST,0,
XZB82VVUSWA7DN,2022-06-24,0,desktop,EST,0,2022-07-04
XZBA0ZJ1ABA7DN,2022-07-26,1,desktop,EST,0,
XZBO7L6ZUOA7DN,2022-06-02,1,desktop,PST,0,
XZBHIREKJPA7DN,2022-07-20,0,mobile,CST,0,
XZBVH8AVKSA7DN,2022-06-14,1,desktop,MST,0,
XZB8H8T7KEA7DN,2022-06-04,1,desktop,EST,0,
XZB84MUBK2A7DN,2022-06-01,1,desktop,EST,0,
XZBWJ5580PA7DN,2022-07-27,0,mobile,CST,0,
XZBRZNCZTKA7DN,2022-06-14,1,desktop,PST,0,
XZB5CCB8M2A7DN,2022-06-07,1,desktop,CST,0,
XZB1J4FOF2A7DN,2022-07-23,0,desktop,EST,0,
XZBOHI53XEA7DN,2022-06-22,1,desktop,CST,0,
XZBQDH96ZOA7DN,2022-06-07,0,desktop,EST,0,
XZBSIT3WLDA7DN,2022-06-03,0,desktop,EST,0,
XZBMUPE4SSA7DN,2022-06-13,1,desktop,CST,0,
XZBAZNPFW4A7DN,2022-06-28,0,desktop,CST,0,
XZBJXVVKFOA7DN,2022-06-22,1,desktop,CST,0,
XZB0Z7E2SFA7DN,2022-06-12,0,desktop,EST,0,
XZBNUNJYM2A7DN,2022-06-08,1,desktop,CST,0,
XZBZHKLCFOA7DN,2022-06-14,1,desktop,EST,0,2022-06-28
XZB2DEE2YSA7DN,2022-06-09,1,desktop,PST,0,
XZBYCLWA2OA7DN,2022-06-12,0,desktop,MST,0,
XZB4G60J4WA7DN,2022-06-13,0,desktop,EST,0,
XZBI2MOEBAA7DN,2022-07-14,0,desktop,PST,0,
XZBP0G34RKA7DN,2022-06-21,1,desktop,PST,0,
XZBJ6W31GVA7DN,2022-07-01,0,desktop,PST,0,2022-07-12
XZBPHPZT8GA7DN,2022-07-07,0,desktop,CST,0,
XZBQF1747OA7DN,2022-07-10,1,desktop,PST,0,
XZBXZOTYL3A7DN,2022-06-08,0,desktop,EST,0,
XZBKX87X3BA7DN,2022-07-16,0,desktop,CST,0,
XZBJZ3QJ62A7DN,2022-06-05,1,desktop,CST,0,
XZB9VIBXWQA7DN,2022-07-28,0,mobile,CST,0,
XZBA18Q0NPA7DN,2022-07-19,0,desktop,PST,0,
XZBSX4FFAOA7DN,2022-07-31,0,desktop,PST,0,
XZBLPUBWTWA7DN,2022-06-19,1,desktop,EST,0,
XZBTL797W7A7DN,2022-07-03,1,desktop,CST,0,
XZBXPETXHPA7DN,2022-06-14,0,desktop,CST,0,
XZBY9GAFMCA7DN,2022-06-11,0,desktop,EST,0,
XZBBTJ9RW2A7DN,2022-06-24,0,desktop,PST,0,
XZBLZ4TNG1A7DN,2022-07-31,0,mobile,CST,0,
XZBVWB1KXOA7DN,2022-06-18,0,desktop,MST,0,
XZBKUEKKQOA7DN,2022-06-08,1,desktop,MST,0,
XZBFLQ5WBMA7DN,2022-07-28,1,desktop,EST,0,
XZBFIEFGAOA7DN,2022-06-25,0,desktop,PST,0,
XZBS6ZYUS7A7DN,2022-06-11,0,desktop,EST,0,
XZBCBKBJHPA7DN,2022-06-29,0,desktop,PST,0,
XZBEUV8Q7NA7DN,2022-06-21,0,desktop,CST,0,
XZB3LPBX0OA7DN,2022-07-03,1,desktop,PST,0,
XZBQK4HMQ7A7DN,2022-06-13,0,desktop,CST,0,
XZB6BANZRDA7DN,2022-06-02,0,desktop,EST,0,
XZB3BXRVZEA7DN,2022-07-01,0,desktop,CST,0,
XZBH4PYOHJA7DN,2022-07-31,0,mobile,CST,0,
XZBNI21IONA7DN,2022-07-12,0,desktop,EST,0,
XZB4Q62L7SA7DN,2022-06-25,1,desktop,EST,0,
XZB4I31FOGA7DN,2022-06-19,0,desktop,MST,0,
XZB5C13TM6A7DN,2022-07-22,0,mobile,EST,0,
XZBIPGHKXHA7DN,2022-07-04,1,desktop,EST,0,
XZBRDGB8Z0A7DN,2022-06-03,0,desktop,EST,0,
XZBF7HOX46A7DN,2022-07-15,0,desktop,EST,0,
XZBEZV6YXZA7DN,2022-06-29,0,desktop,CST,0,
XZBBS2QNSYA7DN,2022-07-10,0,desktop,PST,0,
XZBQ5BFLF9A7DN,2022-07-05,1,desktop,EST,0,
XZBHF84ANNA7DN,2022-06-11,0,desktop,PST,0,
XZBR991Z4TA7DN,2022-07-25,0,desktop,EST,0,
XZB27DA698A7DN,2022-07-03,1,desktop,CST,0,
XZBSIHE0Q8A7DN,2022-07-12,0,mobile,PST,0,
XZBVLC5XLGA7DN,2022-06-19,1,desktop,EST,0,
XZB506WGUZA7DN,2022-06-23,0,desktop,EST,0,2022-07-09
XZBCSVUMQDA7DN,2022-06-07,1,desktop,CST,0,
XZBCFYVK9NA7DN,2022-06-03,0,desktop,CST,1,2022-06-09
XZBPN3XNFGA7DN,2022-06-08,0,desktop,EST,0,
XZBP51UXIBA7DN,2022-07-10,1,desktop,EST,0,
XZB1CLSH5TA7DN,2022-07-19,0,desktop,CST,0,
XZBF1318TAA7DN,2022-07-25,0,desktop,CST,0,
XZBJT1A99FA7DN,2022-06-16,0,desktop,EST,0,
XZB1QNLUDPA7DN,2022-06-06,0,desktop,PST,0,
XZBFX78KSIA7DN,2022-06-18,0,desktop,CST,0,
XZBFVX7C8LA7DN,2022-07-13,0,desktop,EST,0,
XZBMZHMD3EA7DN,2022-06-21,0,desktop,MST,0,
XZBEMT7G3AA7DN,2022-07-25,1,desktop,EST,0,
XZB0NH33SIA7DN,2022-07-19,0,mobile,PST,0,
XZBJR6TVB9A7DN,2022-06-23,1,desktop,MST,0,
XZBD3HOAFYA7DN,2022-07-08,1,desktop,EST,0,
XZB5HOG8EAA7DN,2022-06-14,0,desktop,CST,1,2022-06-22
XZBRD6DYRPA7DN,2022-07-20,0,desktop,EST,0,
XZBWNRSGL1A7DN,2022-07-21,0,desktop,PST,0,
XZBLR6E3TNA7DN,2022-07-04,0,desktop,EST,0,
XZB8EYPOVRA7DN,2022-07-24,0,mobile,CST,0,
XZBYT0OAD5A7DN,2022-06-21,0,desktop,EST,0,
XZBYI7NENXA7DN,2022-06-11,0,desktop,CST,0,
XZB7A2EV12A7DN,2022-07-03,0,desktop,CST,0,
XZBQR2RR3MA7DN,2022-07-26,0,desktop,CST,0,
XZBQF00QIHA7DN,2022-07-27,0,mobile,CST,0,
XZBLF2WUOLA7DN,2022-06-26,1,desktop,PST,0,
XZBAF5UHLZA7DN,2022-06-22,0,desktop,PST,0,
XZBEXH84Q8A7DN,2022-07-10,0,desktop,EST,0,
XZBBI1M2BLA7DN,2022-07-03,1,desktop,EST,0,
XZBFXUCAWLA7DN,2022-07-28,0,mobile,CST,0,
XZBOU6IT8HA7DN,2022-06-20,0,desktop,EST,0,
XZBQY3GR17A7DN,2022-06-26,0,desktop,EST,0,2022-07-20
XZBJTX37SAA7DN,2022-07-20,0,mobile,EST,0,
XZBIQFDXJ0A7DN,2022-06-15,0,desktop,EST,0,
XZB4DTRYYFA7DN,2022-06-14,0,desktop,EST,0,
XZBNBK5YCDA7DN,2022-06-21,0,desktop,EST,0,
XZB8ZJOM1JA7DN,2022-07-23,0,desktop,CST,0,
XZBQ6K0IQ2A7DN,2022-07-14,0,desktop,CST,0,
XZBF12HGQMA7DN,2022-06-07,0,desktop,CST,0,
XZB8RU40V5A7DN,2022-06-14,1,desktop,EST,0,
XZB5MHOTDIA7DN,2022-07-27,1,desktop,EST,0,
XZBA3K0AEWA7DN,2022-07-30,1,mobile,MST,0,
XZB9YUG5FSA7DN,2022-06-16,0,desktop,EST,0,
XZBXLXRCHTA7DN,2022-06-25,1,desktop,EST,0,
XZBAIZS35OA7DN,2022-07-30,1,desktop,EST,0,
XZBMBJWCA5A7DN,2022-06-10,0,desktop,HST,0,
XZBWMMD1AMA7DN,2022-06-03,0,desktop,PST,0,
XZB441PR6BA7DN,2022-06-08,0,desktop,EST,0,
XZBQIBANTFA7DN,2022-07-24,0,desktop,PST,0,
XZBE9GOFN0A7DN,2022-06-06,1,desktop,EST,0,
XZBLKD2JSWA7DN,2022-07-07,0,desktop,PST,0,
XZBDUPT4KSA7DN,2022-07-08,0,desktop,PST,0,2022-07-19
XZBWE6PUT3A7DN,2022-07-27,1,mobile,CST,0,
XZBA3H3NCUA7DN,2022-06-22,1,desktop,MST,0,
XZBK00CK42A7DN,2022-07-11,0,desktop,EST,0,
XZB1ESIXA8A7DN,2022-06-14,1,desktop,EST,0,
XZBR87VHZDA7DN,2022-06-28,0,desktop,PST,0,
XZBCF1EQXYA7DN,2022-07-20,0,desktop,EST,0,2022-07-26
XZB6QOT5KPA7DN,2022-07-20,0,desktop,CST,0,
XZBG315JVNA7DN,2022-07-18,1,desktop,MST,0,
XZBJRC7YZXA7DN,2022-06-14,1,desktop,PST,0,
XZB3U9SU1FA7DN,2022-07-11,0,desktop,EST,0,
XZBOCB2WPWA7DN,2022-06-15,0,desktop,EST,0,
XZBJK39ZE7A7DN,2022-07-16,0,desktop,EST,0,
XZB61E2TSOA7DN,2022-06-24,0,desktop,EST,0,
XZB6CQZFKKA7DN,2022-06-17,1,desktop,PST,0,
XZBNPRSRJZA7DN,2022-06-29,1,desktop,EST,0,
XZBH1SOPLIA7DN,2022-07-13,0,mobile,CST,0,
XZB2PQ4A87A7DN,2022-07-16,0,desktop,CST,0,
XZB79HV1HRA7DN,2022-06-04,0,desktop,EST,0,
XZB9S75IZDA7DN,2022-07-23,0,desktop,CST,0,
XZBYWL1FPAA7DN,2022-06-03,0,desktop,PST,0,
XZBVH9SYM1A7DN,2022-06-15,1,desktop,CST,0,
XZBUB6E43ZA7DN,2022-07-17,0,desktop,CST,0,
XZBMUPHFQXA7DN,2022-06-01,0,desktop,EST,0,
XZBNX4ZO9BA7DN,2022-06-30,1,desktop,CST,0,
XZBMAY56EPA7DN,2022-06-12,0,desktop,EST,0,
XZBYQI4HVUA7DN,2022-07-06,1,desktop,CST,0,
XZB82ZE3BIA7DN,2022-07-24,0,mobile,MST,0,
XZB8SDWS3PA7DN,2022-06-30,0,desktop,EST,0,
XZB14B09Q9A7DN,2022-07-04,1,desktop,EST,0,
XZBE80FTCNA7DN,2022-06-03,0,desktop,EST,0,
XZBJKIT3BHA7DN,2022-06-21,0,desktop,PST,0,
XZB3TP70RDA7DN,2022-06-20,0,desktop,EST,1,2022-06-25
XZBKVCCSW7A7DN,2022-07-19,0,desktop,EST,0,
XZBMLX2WA0A7DN,2022-07-25,0,mobile,CST,0,
XZBKABMLNNA7DN,2022-07-03,0,desktop,CST,0,
XZB5B4MSVEA7DN,2022-06-29,0,desktop,EST,0,
XZB1IM7EN9A7DN,2022-07-26,0,desktop,PST,0,
XZB3UOKGMUA7DN,2022-06-19,1,desktop,CST,0,
XZBHYN37PSA7DN,2022-07-02,1,desktop,CST,0,2022-07-14
XZB9K4VII1A7DN,2022-06-29,1,desktop,EST,0,2022-07-15
XZB0WPQDYBA7DN,2022-07-01,0,desktop,EST,0,
XZBYRPPELFA7DN,2022-06-11,1,desktop,EST,0,
XZBAWBDS32A7DN,2022-06-09,1,desktop,PST,0,
XZBR2RREIHA7DN,2022-07-16,0,desktop,EST,0,
XZBVLSCTR3A7DN,2022-07-06,1,desktop,PST,0,2022-07-23
XZBHCEF3PQA7DN,2022-07-03,0,desktop,PST,0,
XZB484I5NYA7DN,2022-06-09,0,desktop,EST,0,
XZBZWN7G99A7DN,2022-06-21,0,desktop,EST,0,
XZBY0VU4J9A7DN,2022-06-14,0,desktop,PST,0,
XZBREXPN7LA7DN,2022-07-21,0,desktop,EST,0,
XZBWQ8QV9ZA7DN,2022-06-16,0,desktop,EST,0,
XZB08N61AHA7DN,2022-07-12,0,desktop,EST,0,
XZB0VEW5KJA7DN,2022-06-01,0,desktop,EST,0,
XZB133LOSIA7DN,2022-07-15,1,mobile,CST,0,
XZBWR8ZSIBA7DN,2022-06-20,0,desktop,CST,0,
XZB2FSRM3AA7DN,2022-06-25,0,desktop,PST,0,2022-07-13
XZB5EMS8X3A7DN,2022-07-20,0,mobile,CST,0,
XZB8JTXF1UA7DN,2022-07-13,0,desktop,EST,0,
XZBC34T75EA7DN,2022-06-21,1,desktop,EST,0,
XZBQ4SWQ0NA7DN,2022-07-15,0,desktop,EST,0,
XZBZPFKCVCA7DN,2022-06-16,0,desktop,CST,0,2022-07-19
XZBL1DL9LZA7DN,2022-07-01,1,desktop,CST,0,
XZBEFFACDPA7DN,2022-06-28,0,desktop,CST,0,
XZBLYKBGHNA7DN,2022-06-15,1,desktop,PST,0,
XZBMQY637BA7DN,2022-07-22,1,mobile,EST,0,
XZB3KBONNPA7DN,2022-06-20,0,desktop,EST,0,
XZB0W1FU3KA7DN,2022-07-30,1,mobile,CST,0,
XZB3332907A7DN,2022-06-27,0,desktop,PST,0,
XZB5S09VMKA7DN,2022-07-14,0,desktop,CST,0,
XZBJUXUORGA7DN,2022-06-23,1,desktop,PST,0,
XZBRYR8H4IA7DN,2022-06-08,1,desktop,EST,0,
XZBZ79S0BRA7DN,2022-07-06,0,desktop,HST,0,
XZBMNUON9ZA7DN,2022-07-24,0,mobile,EST,0,2022-07-26
XZB3T312QNA7DN,2022-07-18,0,desktop,MST,0,
XZBDAQJNENA7DN,2022-07-17,0,desktop,PST,0,
XZBK6CZRHOA7DN,2022-07-31,0,mobile,CST,0,
XZBPVUW3JSA7DN,2022-07-22,1,desktop,CST,0,
XZB53KFDTPA7DN,2022-07-05,0,desktop,EST,0,
XZBKMZ3V9VA7DN,2022-07-07,0,desktop,PST,0,
XZBU1OJPKOA7DN,2022-07-07,1,desktop,CST,0,
XZBGF2O1VXA7DN,2022-07-03,0,desktop,PST,0,
XZBE6YX79TA7DN,2022-06-20,1,desktop,EST,0,
XZBFPH595FA7DN,2022-06-04,0,desktop,CST,0,
XZB4WYTSASA7DN,2022-06-25,0,desktop,EST,0,2022-07-18
XZBEQIFNVBA7DN,2022-06-20,1,desktop,EST,0,
XZBH1TO484A7DN,2022-07-08,0,desktop,PST,1,2022-07-10
XZB7GU6WALA7DN,2022-07-01,0,desktop,EST,0,
XZB7M0H6CLA7DN,2022-07-09,0,desktop,CST,0,
XZBM6X623MA7DN,2022-07-18,0,mobile,EST,0,
XZBMRA4X5PA7DN,2022-07-10,0,desktop,PST,0,
XZBWDNH0NPA7DN,2022-06-06,0,desktop,CST,1,2022-07-05
XZBU0Y34XCA7DN,2022-06-16,1,desktop,EST,0,
XZBHZ1H95BA7DN,2022-07-20,0,desktop,MST,0,
XZBEWDKC20A7DN,2022-06-24,0,desktop,EST,0,
XZBW7II6NSA7DN,2022-07-03,0,desktop,CST,0,
XZB30JLZDQA7DN,2022-07-13,1,desktop,EST,0,
XZB7HP4PI3A7DN,2022-06-11,1,desktop,MST,0,
XZBJ6QHX2ZA7DN,2022-06-03,0,desktop,EST,0,
XZB17HJYYCA7DN,2022-06-25,0,desktop,PST,0,
XZBJA30QOLA7DN,2022-07-05,1,desktop,EST,0,
XZB78F588RA7DN,2022-07-01,0,desktop,PST,0,
XZBLY1PMLHA7DN,2022-06-18,0,desktop,EST,0,
XZB00F7NSTA7DN,2022-06-05,0,desktop,CST,0,
XZBRNZE3LEA7DN,2022-06-01,0,desktop,EST,0,
XZB7IDXCU3A7DN,2022-07-31,0,mobile,CST,0,
XZBHURA7PAA7DN,2022-07-23,0,mobile,CST,0,
XZBGEUNRBSA7DN,2022-06-15,1,desktop,EST,0,
XZBYXSCB1YA7DN,2022-06-18,0,desktop,EST,0,
XZBC5GQJ1OA7DN,2022-07-10,1,desktop,EST,0,
XZBYNO6PIMA7DN,2022-07-06,0,mobile,MST,0,2022-07-19
XZBBKMGYIPA7DN,2022-06-18,0,desktop,MST,0,
XZBFPDZ9KFA7DN,2022-06-29,1,desktop,PST,0,
XZBY1I664AA7DN,2022-06-23,0,desktop,EST,0,
XZBG6WQFAWA7DN,2022-07-09,0,desktop,EST,0,
XZB79PRMHBA7DN,2022-07-12,0,desktop,EST,0,
XZBGDRTSMZA7DN,2022-06-11,1,desktop,CST,0,
XZBJAMTI9QA7DN,2022-06-14,0,desktop,PST,0,
XZBSJ209C2A7DN,2022-06-07,0,desktop,CST,0,
XZBI5X5JN7A7DN,2022-06-26,0,desktop,EST,0,
XZBWSIRCFWA7DN,2022-07-09,0,desktop,EST,0,
XZBBW1QHYMA7DN,2022-07-19,1,mobile,CST,0,
XZB2O65H32A7DN,2022-07-19,0,desktop,EST,0,
XZBRI9JSNIA7DN,2022-07-21,1,mobile,EST,0,
XZBTH1CZ23A7DN,2022-07-15,0,desktop,CST,0,
XZB9QHI8TKA7DN,2022-07-12,0,desktop,EST,0,
XZBWSMB2LNA7DN,2022-07-25,0,desktop,CST,0,
XZBV9TMTGMA7DN,2022-06-01,0,desktop,EST,0,
XZB2D78C88A7DN,2022-06-23,0,desktop,CST,0,2022-06-23
XZBX7PEJ4XA7DN,2022-07-26,0,desktop,EST,0,
XZBZ3BGTK6A7DN,2022-06-17,0,desktop,CST,0,2022-07-09
XZBR1WZQG7A7DN,2022-06-20,1,desktop,EST,0,
XZB0ZPO6T6A7DN,2022-06-10,0,desktop,CST,0,
XZBEKYMSB5A7DN,2022-07-19,0,desktop,PST,0,
XZB6KYBWC2A7DN,2022-06-29,1,desktop,MST,0,
XZBST4HVUEA7DN,2022-07-22,0,desktop,EST,0,
XZB2KXNQE2A7DN,2022-07-18,0,desktop,EST,0,
XZBRL28GF6A7DN,2022-06-11,0,desktop,CST,0,
XZBZ17EHU9A7DN,2022-07-30,0,mobile,EST,0,
XZBMW238YPA7DN,2022-06-05,1,desktop,CST,0,
XZBQXRK4GVA7DN,2022-06-24,1,desktop,EST,0,
XZBS48Q7ECA7DN,2022-06-15,1,desktop,EST,0,
XZBO5O5RD8A7DN,2022-06-22,0,desktop,CST,0,
XZBNWU5GEEA7DN,2022-07-17,0,desktop,PST,0,
XZB7S9KBQSA7DN,2022-07-31,1,mobile,EST,0,
XZBVJ5NNEAA7DN,2022-06-04,0,desktop,CST,0,2022-06-13
XZBP6MYBGIA7DN,2022-07-27,1,desktop,EST,0,
XZBKXO2WZ3A7DN,2022-06-25,0,desktop,CST,0,
XZBZ8YVB5PA7DN,2022-06-17,0,desktop,EST,0,
XZBVM7H850A7DN,2022-07-17,0,desktop,EST,0,
XZB4MX265YA7DN,2022-07-25,0,desktop,EST,0,
XZB1ZPEAQLA7DN,2022-06-16,0,desktop,EST,0,
XZBTVT15X5A7DN,2022-06-08,0,desktop,EST,0,
XZB09D0SSZA7DN,2022-07-31,1,mobile,EST,0,
XZBO3BYOHBA7DN,2022-06-15,1,desktop,EST,0,
XZBGGYB4WRA7DN,2022-06-14,0,desktop,EST,1,2022-07-08
XZB9B1NKJGA7DN,2022-06-16,0,desktop,PST,1,2022-06-20
XZB9IY0P3DA7DN,2022-06-26,0,desktop,CST,0,
XZBED0FZAWA7DN,2022-07-24,0,desktop,EST,0,
XZB9UESSGYA7DN,2022-06-21,0,desktop,PST,0,
XZB4WHQMD4A7DN,2022-07-28,0,desktop,CST,0,
XZB8RWQQSBA7DN,2022-07-29,0,mobile,EST,0,
XZBWEMKQJ4A7DN,2022-06-22,0,desktop,CST,0,
XZBS842348A7DN,2022-07-21,0,mobile,EST,0,
XZBUIYHVI8A7DN,2022-07-17,0,desktop,PST,0,
XZB5Y5QOYLA7DN,2022-06-30,1,desktop,EST,0,
XZBKX8R0SHA7DN,2022-07-15,0,desktop,EST,0,
XZB6280V6KA7DN,2022-07-08,1,desktop,EST,0,
XZBCOQP0CQA7DN,2022-06-23,0,desktop,EST,0,
XZBT87SQ7OA7DN,2022-06-28,0,desktop,EST,0,
XZB17J4NKAA7DN,2022-07-25,1,mobile,MST,0,
XZB1TM3ZRQA7DN,2022-06-13,1,desktop,EST,0,
XZBJ1AW939A7DN,2022-06-13,1,desktop,PST,0,2022-06-23
